model,dataset,seed,n_train,n_test,n_features,fit_time_sec,predict_time_sec,total_time_sec,tuning_time_sec,total_wall_time_sec,throughput_rows_per_sec,ms_per_test_row,peak_memory_mb,memory_delta_mb,gpu_memory_mb,error,roc_auc,avg_precision,f1_macro,brier_score,log_loss_val,sensitivity,specificity,ppv,ece_10,ece_15,max_calibration_error,pr_auc,optimal_threshold,optimal_tpr,optimal_fpr,precision_class_0,precision_class_1,recall_class_0,recall_class_1,f1_class_0,f1_class_1,balanced_accuracy,matthews_corrcoef,demographic_parity,tpr_overall,fpr_overall,f1_weighted,accuracy
XGBoost,wdbc,1,455,114,30,8.683274548002373,0.0035315659988555,8.686806114001229,8.570612870000332,17.25741898400156,32280.28805256828,0.0309786491127676,2642.859375,0.0,210.93603515625,,0.9907407407407408,0.989748745026466,0.9712773998488284,0.0233411602675914,0.0983874276280403,0.9285714285714286,1.0,1.0,0.0319027899388681,0.0263028514751216,0.8619510233402252,0.9896666350680547,0.0138888888888888,0.9761904761904762,0.0138888888888888,0.96,1.0,1.0,0.9285714285714286,0.979591836734694,0.9629629629629628,0.9642857142857144,0.9441549509633318,0.3421052631578947,0.9285714285714286,0.0,0.9734654095556352,0.9736842105263158
LightGBM,wdbc,1,455,114,30,5.161946506999811,0.0018503119972592,5.163796818997071,5.111174755998945,10.274971574996016,61611.19776430245,0.0162308069935023,2642.859375,0.0,210.93603515625,,0.9963624338624338,0.995058400718778,0.9712773998488284,0.025509153320879,0.1653690053240354,0.9285714285714286,1.0,1.0,0.0281419442874354,0.0281419442874354,0.2841838692872673,0.995010885341074,0.0,0.9761904761904762,0.0,0.96,1.0,1.0,0.9285714285714286,0.979591836734694,0.9629629629629628,0.9642857142857144,0.9441549509633318,0.3421052631578947,0.9285714285714286,0.0,0.9734654095556352,0.9736842105263158
CatBoost,wdbc,1,455,114,30,122.4192400159991,0.0026716240026871,122.42191164000178,120.2126769259994,242.6345885660012,42670.6592000512,0.0234352982691856,2643.09375,0.234375,210.93603515625,,0.9983465608465608,0.997467071935157,0.9614864864864864,0.0288341109229031,0.0983886852072508,0.9047619047619048,1.0,1.0,0.0346307961498638,0.0346307961498638,0.8874173120014637,0.9974395401083652,0.0,0.9761904761904762,0.0,0.9473684210526316,1.0,1.0,0.9047619047619048,0.972972972972973,0.95,0.9523809523809524,0.9258200997725514,0.3333333333333333,0.9047619047619048,0.0,0.9645092460881936,0.9649122807017544
MLP,wdbc,1,455,114,30,4.00238170999728,0.0032561820007686,4.005637891998049,3.884025268998812,7.889663160996861,35010.31728655636,0.0285630000067421,2643.09375,0.0,210.93603515625,,0.9973544973544974,0.9956555349412494,0.9415384615384615,0.0340433605015277,0.1043911576271057,0.8571428571428571,1.0,1.0,0.0521134523707523,0.0558548104753227,0.5482889711856842,0.995604794281968,0.0416666666666666,1.0,0.0416666666666666,0.9230769230769232,1.0,1.0,0.8571428571428571,0.96,0.9230769230769232,0.9285714285714286,0.8894991799933214,0.3157894736842105,0.8571428571428571,0.0,0.9463967611336032,0.9473684210526316
SAP-RPT-1,wdbc,1,455,114,30,3.499076423999213,0.6322389550005028,4.131315378999716,0.0,4.131315378999716,180.311571942918,5.545955745618445,2743.1328125,100.0390625,595.490234375,,0.9983465608465608,0.997467071935157,0.9905276277523888,0.0127390511333942,0.0476846322417259,0.9761904761904762,1.0,1.0,0.0204059993194644,0.0216349281509521,0.4629586338996887,0.9974395401083652,0.0,0.9761904761904762,0.0,0.9863013698630136,1.0,1.0,0.9761904761904762,0.993103448275862,0.9879518072289156,0.988095238095238,0.9812328999345132,0.3596491228070175,0.9761904761904762,0.0,0.991205475258566,0.9912280701754386
TabPFN,wdbc,2,455,114,30,0.6415754770023341,0.6870744670013664,1.3286499440037003,0.0,1.3286499440037003,165.92087948139746,6.026969008783916,2642.5,0.0,210.93603515625,,0.9966931216931216,0.9954212454212454,0.9905276277523888,0.0165724549442529,0.0673209950327873,0.9761904761904762,1.0,1.0,0.0292391967061057,0.0304910592375355,0.4888793230056762,0.9953763556704732,0.0,0.9761904761904762,0.0,0.9863013698630136,1.0,1.0,0.9761904761904762,0.993103448275862,0.9879518072289156,0.988095238095238,0.9812328999345132,0.3596491228070175,0.9761904761904762,0.0,0.991205475258566,0.9912280701754386
XGBoost,wdbc,2,455,114,30,8.551550222000515,0.0038972990005277,8.555447521001042,8.406733271000121,16.962180792001163,29251.01993291868,0.0341868333379623,2642.5,0.0,210.93603515625,,0.99239417989418,0.99124858276644,0.9809555629802872,0.0183403175324201,0.0845177620649337,0.9523809523809524,1.0,1.0,0.0240957754288326,0.0240957806573102,0.418634295463562,0.9911767128938296,0.0138888888888888,0.9761904761904762,0.0138888888888888,0.972972972972973,1.0,1.0,0.9523809523809524,0.9863013698630136,0.975609756097561,0.9761904761904762,0.962621902223779,0.3508771929824561,0.9523809523809524,0.0,0.9823623542652152,0.9824561403508772
LightGBM,wdbc,2,455,114,30,5.595574921000662,0.0021754789995611,5.597750400000223,5.54678650400092,11.144536904001145,52402.22848428667,0.0190831491189575,2642.5,0.0,210.93603515625,,0.9970238095238096,0.9957983193277312,0.9712773998488284,0.0259899688442512,0.1780257814349345,0.9285714285714286,1.0,1.0,0.0284645200103101,0.0284645200103101,0.1381595382032258,0.9957563025210084,0.0,0.9761904761904762,0.0,0.96,1.0,1.0,0.9285714285714286,0.979591836734694,0.9629629629629628,0.9642857142857144,0.9441549509633318,0.3421052631578947,0.9285714285714286,0.0,0.9734654095556352,0.9736842105263158
CatBoost,wdbc,2,455,114,30,124.99121306300005,0.0024923340024542,124.99370539700249,123.02378453399795,248.01748993100043,45740.23952949333,0.0218625789688973,2642.76171875,0.26171875,210.93603515625,,0.9970238095238096,0.9957983193277312,0.9614864864864864,0.0276978720859562,0.108582515156167,0.9047619047619048,1.0,1.0,0.0353023927581836,0.0353023927581836,0.8067427246060751,0.9957563025210084,0.0,0.9761904761904762,0.0,0.9473684210526316,1.0,1.0,0.9047619047619048,0.972972972972973,0.95,0.9523809523809524,0.9258200997725514,0.3333333333333333,0.9047619047619048,0.0,0.9645092460881936,0.9649122807017544
MLP,wdbc,2,455,114,30,4.326424516999396,0.0035645440002554,4.329989060999651,4.111009538999497,8.440998599999148,31981.641413372978,0.0312679298268018,2642.76171875,0.0,210.93603515625,,0.9966931216931216,0.9954212454212454,0.9905276277523888,0.013185036368668,0.0544048435986042,0.9761904761904762,1.0,1.0,0.0198849455633184,0.0224468481579893,0.4924607276916504,0.9953763556704732,0.0,0.9761904761904762,0.0,0.9863013698630136,1.0,1.0,0.9761904761904762,0.993103448275862,0.9879518072289156,0.988095238095238,0.9812328999345132,0.3596491228070175,0.9761904761904762,0.0,0.991205475258566,0.9912280701754386
SAP-RPT-1,wdbc,2,455,114,30,3.8440028189979785,0.6370069650001824,4.481009783998161,0.0,4.481009783998161,178.96193618700138,5.587780394738442,2733.60546875,90.84375,595.490234375,,0.9983465608465608,0.997467071935157,0.9905276277523888,0.0127390511333942,0.0476846322417259,0.9761904761904762,1.0,1.0,0.0204059993194644,0.0216349281509521,0.4629586338996887,0.9974395401083652,0.0,0.9761904761904762,0.0,0.9863013698630136,1.0,1.0,0.9761904761904762,0.993103448275862,0.9879518072289156,0.988095238095238,0.9812328999345132,0.3596491228070175,0.9761904761904762,0.0,0.991205475258566,0.9912280701754386
TabPFN,wdbc,3,455,114,30,0.6624929469980998,0.7025447330015595,1.3650376799996593,0.0,1.3650376799996593,162.26724716969687,6.162673096504908,2639.85546875,0.0,210.93603515625,,0.9966931216931216,0.9954212454212454,0.9905276277523888,0.0165724549442529,0.0673209950327873,0.9761904761904762,1.0,1.0,0.0292391967061057,0.0304910592375355,0.4888793230056762,0.9953763556704732,0.0,0.9761904761904762,0.0,0.9863013698630136,1.0,1.0,0.9761904761904762,0.993103448275862,0.9879518072289156,0.988095238095238,0.9812328999345132,0.3596491228070175,0.9761904761904762,0.0,0.991205475258566,0.9912280701754386
XGBoost,wdbc,3,455,114,30,8.954522162999638,0.0041529090012772,8.958675072000915,8.797386490001372,17.756061562002287,27450.63099487768,0.0364290263269938,2639.85546875,0.0,210.93603515625,,0.9917328042328042,0.9911158493248046,0.9809555629802872,0.0178662929683923,0.0888584405183792,0.9523809523809524,1.0,1.0,0.0243788484541143,0.0272958614381455,0.8069240003824234,0.9910485451530228,0.0,0.9761904761904762,0.0,0.972972972972973,1.0,1.0,0.9523809523809524,0.9863013698630136,0.975609756097561,0.9761904761904762,0.962621902223779,0.3508771929824561,0.9523809523809524,0.0,0.9823623542652152,0.9824561403508772
LightGBM,wdbc,3,455,114,30,6.002410499000689,0.0023151620007411,6.00472566100143,5.939650313997845,11.944375974999277,49240.5934111366,0.0203084386029922,2639.85546875,0.0,210.93603515625,,0.9943783068783068,0.9931396287328492,0.9712773998488284,0.0259994979835238,0.1883420836804421,0.9285714285714286,1.0,1.0,0.0276015276293406,0.0276015276293406,0.1279536835525595,0.9930804876012358,0.0,0.9761904761904762,0.0,0.96,1.0,1.0,0.9285714285714286,0.979591836734694,0.9629629629629628,0.9642857142857144,0.9441549509633318,0.3421052631578947,0.9285714285714286,0.0,0.9734654095556352,0.9736842105263158
CatBoost,wdbc,3,455,114,30,124.5229896560013,0.0024264090025098,124.5254160650038,122.92546737299926,247.45088343800307,46982.99128427488,0.0212842894957008,2639.8359375,-0.01953125,210.93603515625,,0.9966931216931216,0.9952314259036948,0.9712773998488284,0.0232535530895005,0.1001901207355247,0.9285714285714286,1.0,1.0,0.0297740912446147,0.0297740912446147,0.6926423041497594,0.9951824957625328,0.0138888888888888,0.9761904761904762,0.0138888888888888,0.96,1.0,1.0,0.9285714285714286,0.979591836734694,0.9629629629629628,0.9642857142857144,0.9441549509633318,0.3421052631578947,0.9285714285714286,0.0,0.9734654095556352,0.9736842105263158
MLP,wdbc,3,455,114,30,3.8630118549990575,0.0032678720017429,3.866279727000802,3.644665102001454,7.510944829002256,34885.076604628535,0.0286655438749381,2639.8359375,0.0,210.93603515625,,0.9947089947089948,0.9925925925925926,0.9712773998488284,0.0261137560009956,0.1074035614728927,0.9285714285714286,1.0,1.0,0.0336742432657302,0.0365297387991296,0.8364564925432205,0.9925186274242878,0.0,0.9523809523809524,0.0,0.96,1.0,1.0,0.9285714285714286,0.979591836734694,0.9629629629629628,0.9642857142857144,0.9441549509633318,0.3421052631578947,0.9285714285714286,0.0,0.9734654095556352,0.9736842105263158
SAP-RPT-1,wdbc,3,455,114,30,3.596276183001464,0.5813393659991561,4.17761554900062,0.0,4.17761554900062,196.0988821184812,5.099468122799616,2754.6875,114.8515625,595.490234375,,0.9983465608465608,0.997467071935157,0.9905276277523888,0.0127390511333942,0.0476846322417259,0.9761904761904762,1.0,1.0,0.0204059993194644,0.0216349281509521,0.4629586338996887,0.9974395401083652,0.0,0.9761904761904762,0.0,0.9863013698630136,1.0,1.0,0.9761904761904762,0.993103448275862,0.9879518072289156,0.988095238095238,0.9812328999345132,0.3596491228070175,0.9761904761904762,0.0,0.991205475258566,0.9912280701754386
TabPFN,wdbc,4,455,114,30,0.6456481710010848,0.7092626320009003,1.3549108030019852,0.0,1.3549108030019852,160.73030594839653,6.221602035095617,2666.671875,0.0,210.93603515625,,0.9966931216931216,0.9954212454212454,0.9905276277523888,0.0165724549442529,0.0673209950327873,0.9761904761904762,1.0,1.0,0.0292391967061057,0.0304910592375355,0.4888793230056762,0.9953763556704732,0.0,0.9761904761904762,0.0,0.9863013698630136,1.0,1.0,0.9761904761904762,0.993103448275862,0.9879518072289156,0.988095238095238,0.9812328999345132,0.3596491228070175,0.9761904761904762,0.0,0.991205475258566,0.9912280701754386
XGBoost,wdbc,4,455,114,30,7.14720868600125,0.0040868540017982,7.151295540003048,7.06171783299942,14.213013373002468,27894.309915531725,0.0358495965070017,2666.671875,0.0,210.93603515625,,0.995701058201058,0.9943722943722944,0.9712773998488284,0.0209064111113548,0.0817646235227584,0.9285714285714286,1.0,1.0,0.0251447294038115,0.026776485079736,0.680614560842514,0.9943201859868528,0.0,0.9761904761904762,0.0,0.96,1.0,1.0,0.9285714285714286,0.979591836734694,0.9629629629629628,0.9642857142857144,0.9441549509633318,0.3421052631578947,0.9285714285714286,0.0,0.9734654095556352,0.9736842105263158
LightGBM,wdbc,4,455,114,30,5.51101283800017,0.0022892640008649,5.513302102001035,5.451282711001113,10.964584813002148,49797.64245595351,0.0200812631654818,2666.671875,0.0,210.93603515625,,0.9950396825396826,0.993734335839599,0.9712773998488284,0.0219464777951137,0.1706914584646833,0.9285714285714286,1.0,1.0,0.0242735527048038,0.0242735527048038,0.7178332227916514,0.9936783924095955,0.0,0.9761904761904762,0.0,0.96,1.0,1.0,0.9285714285714286,0.979591836734694,0.9629629629629628,0.9642857142857144,0.9441549509633318,0.3421052631578947,0.9285714285714286,0.0,0.9734654095556352,0.9736842105263158
CatBoost,wdbc,4,455,114,30,128.40887793000002,0.0026179129999945,128.411495843,126.15154190900284,254.56303775200288,43546.12107205803,0.0229641491227595,2670.8671875,4.1953125,210.93603515625,,0.9986772486772486,0.9979296066252588,0.9614864864864864,0.0279979075024758,0.0916660159753298,0.9047619047619048,1.0,1.0,0.0361824819698794,0.0361824819698794,0.8627777730656154,0.9979066022544284,0.0,0.9761904761904762,0.0,0.9473684210526316,1.0,1.0,0.9047619047619048,0.972972972972973,0.95,0.9523809523809524,0.9258200997725514,0.3333333333333333,0.9047619047619048,0.0,0.9645092460881936,0.9649122807017544
MLP,wdbc,4,455,114,30,3.702256706998014,0.0033668329997453,3.70562353999776,3.547916939998686,7.253540479996445,33859.703213351546,0.029533622804784,2670.8671875,0.0,210.93603515625,,0.996362433862434,0.9948543519972092,0.9809555629802872,0.0177922360599041,0.0867492258548736,0.9523809523809524,1.0,1.0,0.0321655229628576,0.0321655229628576,0.699763298034668,0.9948025489119976,0.0138888888888888,0.9761904761904762,0.0138888888888888,0.972972972972973,1.0,1.0,0.9523809523809524,0.9863013698630136,0.975609756097561,0.9761904761904762,0.962621902223779,0.3508771929824561,0.9523809523809524,0.0,0.9823623542652152,0.9824561403508772
SAP-RPT-1,wdbc,4,455,114,30,3.352026898999611,0.6110129789994971,3.963039877999108,0.0,3.963039877999108,186.5754144864383,5.3597629736798,3057.86328125,386.99609375,595.490234375,,0.9983465608465608,0.997467071935157,0.9905276277523888,0.0127390511333942,0.0476846322417259,0.9761904761904762,1.0,1.0,0.0204059993194644,0.0216349281509521,0.4629586338996887,0.9974395401083652,0.0,0.9761904761904762,0.0,0.9863013698630136,1.0,1.0,0.9761904761904762,0.993103448275862,0.9879518072289156,0.988095238095238,0.9812328999345132,0.3596491228070175,0.9761904761904762,0.0,0.991205475258566,0.9912280701754386
SAP-RPT-1,qsar-biodeg,0,844,211,41,4.033618527002545,1.385298106000846,5.418916633003391,0.0,5.418916633003391,152.31378642161903,6.565393867302587,2753.58203125,112.453125,595.490234375,,0.9456740442655936,0.9101339420350772,0.8492737518850701,0.0885125994682312,0.2834423780441284,0.7183098591549296,0.95,0.8793103448275862,0.0510959933330945,0.0844316393913816,0.5622972548007965,0.9095586091651058,0.1,0.8873239436619719,0.1,0.869281045751634,0.8793103448275862,0.95,0.7183098591549296,0.9078498293515358,0.7906976744186046,0.8341549295774648,0.7073125241380868,0.2748815165876777,0.7183098591549296,0.05,0.8684289620518291,0.8720379146919431
TabPFN,qsar-biodeg,1,844,211,41,0.6884021379992191,0.7514232130015444,1.4398253510007637,0.0,1.4398253510007637,280.80048109821416,3.5612474549836226,2640.9921875,-109.12890625,210.93603515625,,0.94738430583501,0.921519085448382,0.8600224535619514,0.0828864648938179,0.2703979313373565,0.7887323943661971,0.9214285714285714,0.835820895522388,0.0485764274382478,0.0464568715807385,0.2350458602110544,0.9210427391307368,0.1071428571428571,0.8873239436619719,0.1071428571428571,0.8958333333333334,0.835820895522388,0.9214285714285714,0.7887323943661971,0.908450704225352,0.8115942028985508,0.8550804828973843,0.7208274923946822,0.3175355450236967,0.7887323943661971,0.0785714285714285,0.8758591800822104,0.8767772511848341
XGBoost,qsar-biodeg,1,844,211,41,18.53177420700013,0.005305580998538,18.537079787998664,18.160236995998275,36.69731678399694,39769.43529628615,0.0251449336423604,2640.9921875,0.0,210.93603515625,,0.942354124748491,0.9111560735558402,0.8517834378333377,0.0868776515126228,0.2900756299495697,0.7464788732394366,0.9357142857142856,0.8548387096774194,0.061568412700253,0.0686620862104033,0.2750051745346614,0.9105600616971108,0.0785714285714285,0.8732394366197183,0.0785714285714285,0.8791946308724832,0.8548387096774194,0.9357142857142856,0.7464788732394366,0.9065743944636678,0.7969924812030075,0.8410965794768612,0.7076386954986927,0.2938388625592417,0.7464788732394366,0.0642857142857142,0.8697008596697964,0.8720379146919431
LightGBM,qsar-biodeg,1,844,211,41,9.51876519399957,0.0030741490008949,9.521839343000464,9.306017816001258,18.827857159001724,68636.85894916371,0.0145694265445259,2640.9921875,0.0,210.93603515625,,0.9341046277665996,0.8943768287592713,0.854091432961967,0.0907253615250316,0.3037989103248232,0.7746478873239436,0.9214285714285714,0.8333333333333334,0.0394815225035492,0.0722372751792935,0.369088509583954,0.8935432376909161,0.1214285714285714,0.8873239436619719,0.1214285714285714,0.8896551724137931,0.8333333333333334,0.9214285714285714,0.7746478873239436,0.9052631578947368,0.8029197080291971,0.8480382293762575,0.7094048764980632,0.3127962085308057,0.7746478873239436,0.0785714285714285,0.8708253145750529,0.8720379146919431
CatBoost,qsar-biodeg,1,844,211,41,125.68979317199774,0.0033168720001413,125.69311004399788,123.99318235600003,249.6862923999979,63614.132947209975,0.015719772512518,2643.90234375,2.91015625,210.93603515625,,0.9444668008048288,0.9152796156342252,0.8529616724738676,0.0898222594177968,0.2946018564290918,0.7605633802816901,0.9285714285714286,0.84375,0.0406782009548744,0.0603630467105519,0.2924644307717906,0.9147570748084584,0.0928571428571428,0.8450704225352113,0.0928571428571428,0.8843537414965986,0.84375,0.9285714285714286,0.7605633802816901,0.9059233449477352,0.8,0.8445674044265594,0.708351348358637,0.3033175355450237,0.7605633802816901,0.0714285714285714,0.8702808923823835,0.8720379146919431
MLP,qsar-biodeg,1,844,211,41,7.531217895000736,0.0036577120008587,7.534875607001595,7.196896419998666,14.73177202700026,57686.31927941384,0.0173351279661551,2643.87890625,0.0,210.93603515625,,0.9172032193158954,0.8578879191963472,0.854091432961967,0.1037218868732452,0.3855375945568084,0.7746478873239436,0.9214285714285714,0.8333333333333334,0.0586937407640766,0.0667432476611922,0.1790037751197815,0.856440025466228,0.1428571428571428,0.8591549295774648,0.1428571428571428,0.8896551724137931,0.8333333333333334,0.9214285714285714,0.7746478873239436,0.9052631578947368,0.8029197080291971,0.8480382293762575,0.7094048764980632,0.3127962085308057,0.7746478873239436,0.0785714285714285,0.8708253145750529,0.8720379146919431
